text,author,published_at,like_count,clean_text,sentiment_score,sentiment_label
"I'm not a fan of Van Jones, because I hate that victimhood mentality, but I give him props for acknowledging this info and giving respect to someone he don't agree with, it would have been a great show",@amour4627,2025-09-27T18:08:53Z,0,fan van jones hate victimhood mentality give props acknowledging info giving respect someone agree would great show,0.7717,Positif
Most reasonable thing Van has ever said.,@CNote-lt3ff,2025-09-27T18:05:56Z,1,reasonable thing van ever said,0.0,Netral
"Oh, now the temperature needs to go down. Didn't need it when you doxxed a kid for a meme, right, CNN?",@mooted5513,2025-09-27T18:01:11Z,0,temperature needs need doxxed kid meme right cnn,0.0,Netral
The left doesnt believe that and van jones certainly doesnt think that. He is a radical who has supported the violence for decades.,@errilocale,2025-09-27T17:45:28Z,0,left doesnt believe van jones certainly doesnt think radical supported violence decades,-0.5664,Negatif
"We definitely got a comment down, on both sides. I lean more conservative, but this actually surprised me. You guys are ones that have called him a threat to democracy or Maga as a threat to democracy. That need to be stopped at all cost. When you say stuff like all costs and you have radicals, what do you think they’re gonna do?
Also I commend you for showing everyone and saying what you said",@Wheelz2Zero6,2025-09-27T17:37:53Z,0,definitely got comment sides lean conservative actually surprised guys ones called threat democracy maga threat democracy need stopped cost say stuff like costs radicals think theyre gon also commend showing everyone saying said,0.0772,Positif
This message did not make his body stink any less. He's still a POS,@ra-neter6662,2025-09-27T17:29:35Z,0,message make body stink less still pos,-0.4019,Negatif
You cannot debate a racist misogynist white nationalist agreeably.,@adambomb2323,2025-09-27T17:20:27Z,0,debate racist misogynist white nationalist agreeably,-0.34,Negatif
"Nope! If you can’t stand someone when they are alive, you don’t need to suddenly like them when they are gone. Screw him. He was a piece of shit.",@luvzlara,2025-09-27T17:16:43Z,0,nope cant stand someone alive dont need suddenly like gone screw piece shit,-0.8071,Negatif
Notice how it's almost always the ones on the right reaching out for conversation but those on the other side just want strife and war 🤷🏽‍♀️,@Bracha-pv6cu,2025-09-27T17:09:45Z,1,notice almost always ones right reaching conversation side want strife war,-0.4215,Negatif
Jones talks like a drinking man in CNN today.,@yveslouis3304,2025-09-27T16:51:25Z,0,jones talks like drinking man cnn today,0.3612,Positif
"Can we have a screenshot of this message from Charlie Kirk to Mr. Van Jones. 
If this message exists, why did CNN not show it.?",@evaschwarzenberg4460,2025-09-27T16:40:38Z,0,screenshot message charlie kirk van jones message exists cnn show,0.0,Netral
"Don't fall for the gaslighting from KKKirk in his msg. to Jones.
Community college dropout grifter KKKirks dirt nap didn't happen soon enough ffs!!",@elpatudo3670,2025-09-27T16:24:56Z,0,fall gaslighting kkkirk msg jones community college dropout grifter kkkirks dirt nap happen soon enough ffs,-0.7351,Negatif
Stop saying he was Assassinated. He was murdered,@michaeld4946,2025-09-27T16:22:56Z,1,stop saying assassinated murdered,-0.765,Negatif
Not for blacks you still kill us,@sharlinemoore8549,2025-09-27T16:13:07Z,0,blacks still kill,-0.6908,Negatif
CIVIL WAR AGAINST BLACK PEOPLE WHEN THE WHITE BOY TOOK A WHITE MAN OUT. WHITE PEOPLE ARE TAKING OUT KIDS IN SCHOOL AND IMPORTANT FIGURES IN SOCIETY. BLACK PEOPLE ARE JUST TAKING EACH OTHER OUT LIKE IDIOTS 😂🤣😂🇺🇸🇺🇸🇺🇸,@FCKDEMOCRAPS,2025-09-27T16:12:02Z,0,civil war black people white boy took white man white people taking kids school important figures society black people taking like idiots,-0.1531,Negatif
Liar 🤥,@blaqbambi1370,2025-09-27T16:10:46Z,0,liar,-0.5106,Negatif
So glad CNN's upper echelons is getting away from the madness that once defined their station.,@Christopher_Balkaran,2025-09-27T16:10:30Z,1,glad cnn upper echelons getting away madness defined station,0.0258,Netral
"How do you disagree about race? That's not possible. I don't memorialize his life, I do greive for his death and what it means for our Country.",@louisedery1049,2025-09-27T15:59:01Z,0,disagree race possible memorialize life greive death means country,-0.7579,Negatif
"Very respectful and hopeful to see people recognize that we may have different views, but we can agree that what happened to Mr. Kirk was wrong and is not the answer.",@liquidthens,2025-09-27T15:56:04Z,0,respectful hopeful see people recognize may different views agree happened kirk wrong answer,0.6908,Positif
"Kirk a gentleman? 😂 😂 😂
On what planet?",@Un.CivilEngineer,2025-09-27T15:55:46Z,0,kirk gentleman planet,0.0,Netral
"Van Jones is a neutral black lackey. I can see why he wanted to talk with you.
To sit and talk with a racist is no accomplishment Van Jones.",@goodstick2126,2025-09-27T15:53:22Z,0,van jones neutral black lackey see wanted talk sit talk racist accomplishment van jones,-0.6124,Negatif
This is absolutely ridiculous. Van Jones falling for a man who spewed hate and bigotry and wanted women to be submissive.,@etutlf4176,2025-09-27T15:40:12Z,0,absolutely ridiculous van jones falling man spewed hate bigotry wanted women submissive,-0.8553,Negatif
"Too little too late, Van Jones. I’m glad you see the light now, but you need to leave CNN etc. where they do not want debate instead they praise murder and support the likes of Jimmy Kimmel.",@janewitkowski8370,2025-09-27T15:26:15Z,1,little late van jones glad see light need leave cnn etc want debate instead praise murder support likes jimmy kimmel,0.7579,Positif
"The guy did rejoice in ""getting that white girl"" pos",@ThemanWhoisnthere,2025-09-27T15:11:07Z,1,guy rejoice getting white girl pos,0.4404,Positif
"Suddenly, public race signalling woke-left grifter moderates.",@LeoHoxtonI,2025-09-27T15:03:39Z,0,suddenly public race signalling woke left grifter moderates,0.0,Netral
♥️🔥☀️,@tiinahannelen,2025-09-27T15:02:01Z,0,,0.0,Netral
"You want to start true dialog then stop being disingenuous! This is not a both sides problem this a one side problem with Murder Culture. Everyday I see the aggression and violence towards the Right and they say this is a 2-Side problem, STOP IT WITH THE NONSENSE!!!!!",@imthegr8t1,2025-09-27T14:58:59Z,0,want start true dialog stop disingenuous sides problem one side problem murder culture everyday see aggression violence towards right say side problem stop nonsense,-0.9686,Negatif
"JONES IS A THREAT 2 EVERY ONE THAT'S THE SAME COLOR AS HIM!!!! IGNORANCE IS CONTAGIOUS BUT STUPIDITY IS PRICELESS!!!! JONES I HOPE YOU KEEP THAT SAME ENERGY WHEN YOUR KID OR KIDS GET TREATED THE WAY KIRK APPROACHED OTHERS!!!! HATRED, BIGOTRY, IGNORANCE, RACISM AND STUPIDITY HAS NO CONNECTION WITH GOD!!!!! STOP STEALING OXYGEN!!!!!!",@waynemarcelinsr.5045,2025-09-27T14:36:31Z,0,jones threat every one color ignorance contagious stupidity priceless jones hope keep energy kid kids get treated way kirk approached others hatred bigotry ignorance racism stupidity connection god stop stealing oxygen,-0.9741,Negatif
I totally agree! I'm praying for our country!!,@52bbibbs,2025-09-27T14:35:27Z,0,totally agree praying country,0.6779,Positif
"Both sides are not calling for civil war. We have to stop this both sides 🐂💩. One side has been calling for a civil war since President Obama became President. I have never heard any back people say we want to go to war with white people. Now some have said they hear what some white people are saying and in response they say we will not go down without a fight. That non-violence movement is not in this generation. We not gonna start nothing but also not going to stand for foolishness. If you come for us we will protect our friends,family and community!!! If you calling that both sides then okay it’s both sides!!! We not just gonna allow anyone to just kill us!",@-As4me,2025-09-27T14:16:22Z,1,sides calling civil war stop sides one side calling civil war since president obama became president never heard back people say want war white people said hear white people saying response say without fight non violence movement generation gon start nothing also going stand foolishness come protect friends family community calling sides okay sides gon allow anyone kill,-0.8451,Negatif
Man you just want to be famous.  Charlie would have murdered you in a debate.,@Robert-tx9rv,2025-09-27T14:09:55Z,0,man want famous charlie would murdered debate,-0.6249,Negatif
He could have never beat Charlie Kirk and on debate because Charlie Kirk always spoke to the truth.,@lp4699,2025-09-27T13:54:43Z,0,could never beat charlie kirk debate charlie kirk always spoke truth,0.3182,Positif
"I don't agree with Van Jones all the time, but I was appreciative of his attempt to just simply tell the truth in hopes to stop the damn violence!",@shawndevaughn,2025-09-27T13:54:01Z,0,agree van jones time appreciative attempt simply tell truth hopes stop damn violence,0.296,Positif
Thank you for saying these words,@diannebangerter2208,2025-09-27T13:47:25Z,0,thank saying words,0.3612,Positif
White ppl love Van Jones cuckolding for a white person who hated Black people.,@213Truth,2025-09-27T13:39:16Z,1,white ppl love van jones cuckolding white person hated black people,0.0,Netral
"CK hated black people and he hated Muslims. CK also justified Breonna Taylor drath and made evil statements about the murder of Floyd. So i couldnt care less about a man who was murdered by a man or men that look like him while he was trying to deflect white crime onto Black ppl. JESUS was not pro-genocide, lucipher is pro-genocide just like Charlie Kirk",@213Truth,2025-09-27T13:38:23Z,0,hated black people hated muslims also justified breonna taylor drath made evil statements murder floyd couldnt care less man murdered man men look like trying deflect white crime onto black ppl jesus pro genocide lucipher pro genocide like charlie kirk,-0.9721,Negatif
Van really loved that man.I  know Van cried his self to sleep over this to this very day until his death,@christopherperkins9843,2025-09-27T13:24:20Z,0,van really loved man know van cried self sleep day death,-0.3197,Negatif
if it had been the other way around people would have been protesting and riotting in the streets,@tnwodisciple42069,2025-09-27T13:22:13Z,0,way around people would protesting riotting streets,-0.4215,Negatif
Don't matter he still said racist things about blacks!,@carlaharper8836,2025-09-27T13:18:38Z,0,matter still said racist things blacks,-0.5994,Negatif
"VAN JONES HATED CHARLIE, HE SPOKE SO BAD OF CHARLIE THE DAY BEFORE HIS DEATH. CNN AND VAN JONES WILL ALWAYS BE THE BLAME",@StevenBowles-j1n,2025-09-27T13:12:32Z,0,van jones hated charlie spoke bad charlie day death cnn van jones always blame,-0.9325,Negatif
Des fois c'est mieux de la fermer.,@CPNEPAV,2025-09-27T13:09:18Z,0,des fois est mieux fermer,0.0,Netral
"Charlie Kirk had a list of professors he wanted fired, which is not disagreeing agreeably.  He did not deserve to die, but don't paint him as a good-faith actor.",@DavidMorash,2025-09-27T13:05:05Z,8,charlie kirk list professors wanted fired disagreeing agreeably deserve die paint good faith actor,-0.3818,Negatif
"Everything you stated is bullshit, The young man who killed the racist was from another racist group that felt he wasn't racist enough allegedly",@DELONSOLOMON,2025-09-27T13:03:45Z,0,everything stated bullshit young man killed racist another racist group felt racist enough allegedly,-0.9694,Negatif
"I am glad Charlie made a 360 against israel, rejected israel trip as well as money from Nathanyahu. RIP",@marytouafek6,2025-09-27T12:36:40Z,1,glad charlie made israel rejected israel trip well money nathanyahu rip,0.2023,Positif
Why say anything now? Words turn into weapons and no such thing as agreeing disagreebly.,@fredwooten14,2025-09-27T12:25:30Z,0,say anything words turn weapons thing agreeing disagreebly,-0.128,Negatif
"CNN, the reason Charlie is dead!  1 10 minutes of not hating is a joke, they've doubled down on violence against ICE and conservatives.",@isaiahburish8311,2025-09-27T12:21:50Z,0,cnn reason charlie dead minutes hating joke doubled violence ice conservatives,-0.8885,Negatif
Wow thank you van Jones. This is what America is about. Open Debate of ideas and views.,@SimpleTanks,2025-09-27T11:59:49Z,0,wow thank van jones america open debate ideas views,0.743,Positif
More proof that Kirk was a good man.,@madness-b8k,2025-09-27T11:58:38Z,0,proof kirk good man,0.4404,Positif
Bullshit,@RayJack-yy5lx,2025-09-27T11:56:33Z,0,bullshit,-0.5859,Negatif
"Van, STFU PLEASE !!!",@DavidSmith-dm5ix,2025-09-27T11:56:25Z,0,van stfu please,0.3182,Positif
"Amazing, how even people who wanted to talk about settling differences will openly try to resolve it with dialogue. It’s too bad that Just Dance Vance and Taco is using Kirk death as a weapon against people instead of peace.",@tyronehigginbottom4679,2025-09-27T11:38:39Z,0,amazing even people wanted talk settling differences openly try resolve dialogue bad dance vance taco using kirk death weapon people instead peace,0.0772,Positif
For once a good piece from CNN so rare these. days.,@ralphvandereb66,2025-09-27T11:21:02Z,0,good piece cnn rare days,0.4404,Positif
"Van Jones I love what you are doing and the way you are doing it. Courage, intelligence and honesty in spades 👏🏻❤️👏🏻👏🏻❤️❤️👏🏻👏🏻👏🏻❤️❤️❤️",@lamegalectora,2025-09-27T11:18:56Z,0,van jones love way courage intelligence honesty spades,0.9287,Positif
"Van Jones is a shameless coward, Kirk put a mark on his LIFE..!! This clown comes back kissing his feet..!?! Absolute sellout…!!",@TheLion-b3h,2025-09-27T11:14:08Z,0,van jones shameless coward kirk put mark life clown comes back kissing feet absolute sellout,-0.1779,Negatif
I don't like Charlie Kirk or Van Jones,@tmofog,2025-09-27T10:48:57Z,0,like charlie kirk van jones,0.3612,Positif
Van sure loves them butter biscuits !!,@emerson910,2025-09-27T10:47:14Z,0,van sure loves butter biscuits,0.7184,Positif
NO ONE WINS. ❤,@cleastercampbell6461,2025-09-27T10:44:44Z,0,one wins,0.5719,Positif
Robinson should take note of this,@COomjiNX,2025-09-27T10:42:07Z,0,robinson take note,0.0,Netral
"Words lead to weapons.  Van Jones is a fool, falling for the idea that Kirk was a nice guy just like Bill Mahr said Trump was a nice guy when he was invited to the White House.",@randallsteffan,2025-09-27T10:35:29Z,0,words lead weapons van jones fool falling idea kirk nice guy like bill mahr said trump nice guy invited white house,0.1779,Positif
This warms the heart,@robbysimpson8507,2025-09-27T09:45:40Z,0,warms heart,0.2732,Positif
"If Charlie Kirk was so great and wonderful he is in Paradisw with Jesus.  If Charlie  Kirk was racist he is 'well' I just dont see any Browns, Asians, Indians, Blacks in this crowd? Hmmm",@lookforthebabyinthebacksea4591,2025-09-27T09:34:42Z,0,charlie kirk great wonderful paradisw jesus charlie kirk racist well dont see browns asians indians blacks crowd hmmm,0.7096,Positif
The VIDEO you can hear the killer on the video brag about killing the white woman.,@Juliet475,2025-09-27T09:19:41Z,0,video hear killer video brag killing white woman,-0.8658,Negatif
"Van Jones comments about a note from Charlie Kirk. Charlie is a man of faith, a man of honor.",@jillstjean4493,2025-09-27T08:56:57Z,0,van jones comments note charlie kirk charlie man faith man honor,0.7184,Positif
"for the record, the rest of the world has been waiting for civil war to break out in the US for over a decade now.  You need to stop calling yourselves the ""United States"". You are not united.",@ktwashere5637,2025-09-27T08:46:09Z,0,record rest world waiting civil war break decade need stop calling united states united,-0.128,Negatif
Kirk was also for public executions with children forced to watch!,@Roedygr,2025-09-27T08:15:45Z,0,kirk also public executions children forced watch,-0.4588,Negatif
"You were not his mortal enemy ! You are weapons , you idiot , it is evident you do not know the bible ! Words are weapons you idiot ! You lie ! You are still a attention hogg !",@dionwalker1629,2025-09-27T08:02:40Z,0,mortal enemy weapons idiot evident know bible words weapons idiot lie still attention hogg,-0.9423,Negatif
"Conservatives seem so full of it to me. It's like, ""Oh, you said something nice about one of ours"" and suddening your good people now. Yet they can say whatever the hell they want about everyone else. It's do as I say not as I do.",@JJ_JingleheimerSchmidt-t1p,2025-09-27T07:46:22Z,0,conservatives seem full like said something nice one suddening good people yet say whatever hell want everyone else say,0.4404,Positif
One vid out of 1000 at CNN i do like ❤,@alpirsbacher9235,2025-09-27T07:44:43Z,0,one vid cnn like,0.3612,Positif
"He would not appear on Charlie's show and help him build his platform, but he is using this message of Charlie to build his.",@theestherrise,2025-09-27T07:37:16Z,0,would appear charlie show help build platform using message charlie build,0.4019,Positif
Class,@winterboat1607,2025-09-27T07:27:48Z,0,class,0.0,Netral
"Van Jones is a horrible person. CNN is a horrible ""news"" network. It exists to divide people and anyone that works for CNN is part of the problem not the solution.",@theycontroltheleftandtheri3705,2025-09-27T07:13:49Z,0,van jones horrible person cnn horrible news network exists divide people anyone works cnn part problem solution,-0.8126,Negatif
I won't give him props cause he made sure to squeeze in the both sides excuse. Him saying both sides are justifying murders name one the right is justifying. And he already took it back cause of threats and you know who that was please.,@dominickrusso8363,2025-09-27T07:08:54Z,1,give props cause made sure squeeze sides excuse saying sides justifying murders name one right justifying already took back cause threats know please,-0.4404,Negatif
Both sides??,@jonlightyear2000,2025-09-27T06:52:46Z,1,sides,0.0,Netral
"Matthew 5:43-48...  Love for Enemies

43 “You have heard that it was said, ‘Love your neighbor[a] and hate your enemy.’ 44 But I tell you, love your enemies and pray for those who persecute you, 45 that you may be children of your Father in heaven. He causes his sun to rise on the evil and the good, and sends rain on the righteous and the unrighteous. 46 If you love those who love you, what reward will you get? Are not even the tax collectors doing that? 47 And if you greet only your own people, what are you doing more than others? Do not even pagans do that? 48 Be perfect, therefore, as your heavenly Father is perfect.",@TruthWins-ts8ou,2025-09-27T06:51:03Z,0,matthew love enemies heard said love neighbor hate enemy tell love enemies pray persecute may childrenof father heaven causes sun rise evil good sends rain righteous unrighteous love love reward get even tax collectors greet people others even pagans perfect therefore heavenly father perfect,0.9794,Positif
"Charlie is dead because he was a trouble maker. Most people do not make a habit of challenging people left and right by breaking rules of debate then trying to pretend it is intellectual conversation. Martin Luther King warned about ""white moderates"". This homage to Kirk spits in Kings memory. We will cry for Kirk when they cry for MLK. To cry for both is hypocritical. King expressedly labeled men like Kirk as the threat to black advancement.",@josephmalone253,2025-09-27T06:49:53Z,0,charlie dead trouble maker people make habit challenging people left right breaking rules debate trying pretend intellectual conversation martin luther king warned white moderates homage kirk spits kings memory cry kirk cry mlk cry hypocritical king expressedly labeled men like kirk threat black advancement,-0.9571,Negatif
❤ Charlie Kirk,@TruthWins-ts8ou,2025-09-27T06:49:40Z,0,charlie kirk,0.0,Netral
"2 immigrants were assassinated too. They don’t even want to mention their names and NO ONE HAS GIVEN A FCK. BTW 2 WHITE MEN also slashed and killed 2 women on a bus the same time the Ukrainian girl did in Tulsa Oklahoma and again NO ONE GAVE A FCK.  Robert Rhodes and Jesse James Brown. LOOK IT UP! There was also a Hispanic woman randomly stabbed ALSO by a White man this week! HELLO!!! The only reason why we assume that “All Black and Brown people are criminals, Murderers, and Rapists” are because the media only focuses on these people to FEAR MONGER! To DEHUMANIZE, DEMONIZE US! Yet there are 20% more crimes committed by WHITE people than any other group in the USA (you are the majority duh) and they never seem to come out nationally and make a huge scene like the others do. While the 2 Venezuelan men were killing the HISPANIC girl in Texas, that same week there were 2 other WHITE men killing a Hispanic 12 yr old girl last name Lopez also in Texas and another 11 yr old White girl in Florida. None of these made ANY NOISE. While Laken Riley was murdered, “862 reported femicide cases during the one-year period from July 2023 to June 2024. These figures likely underestimate the true number.” IN THE USA. 

“Disproportionate impact on women of color: 

Women of color are disproportionately affected by femicide in the United States.

Black women are nearly three times as likely to be killed by an intimate partner compared to white women.

Indigenous women and girls are killed at a rate 6.4 times higher than their white counterparts.” 

By indigenous this also includes HISPANICS. - Called looking it up. 

Fyi in 5 years police have killed more than 2,600 Hispanics. That we KNOW about. Doesn’t include the ones we don’t like the 1,200 from Aligator Alcatraz. 

Murder is wrong. Whom ever does it. The issue is the focus the media has on who.",@NawtyAlienUSA,2025-09-27T06:44:13Z,0,immigrants assassinated dont even want mention names one given fck btw white men also slashed killed women bus time ukrainian girl tulsa oklahoma one gave fck robert rhodes jesse james brown look also hispanic woman randomly stabbed also white man week hello reason assume black brown people criminals murderers rapists media focuses people fear monger dehumanize demonize yet crimes committed white people group usa majority duh never seem come nationally make huge scene like others venezuelan men killing hispanic girl texas week white men killing hispanic old girl last name lopez also texas another old white girl florida none made noise laken riley murdered reported femicide cases one year period july june figures likely underestimate true number usa disproportionate impact women color women color disproportionately affected femicide united states black women nearly three times likely killed intimate partner compared white women indigenous women girls killed rate times higher white counterparts indigenous also includes hispanics called looking fyi years police killed hispanics know doesnt include ones dont like aligator alcatraz murder wrong ever issue focus media,-0.9949,Negatif
This is exactly what a real conservative American is about l loved Charlie because this is what he was always trying to say to our young children 😢 and he died doing that 😢 thank you for sharing this to the world 🌎 😊the truth shall set us free❤❤❤,@MrAwesomeboy01,2025-09-27T06:27:53Z,0,exactly real conservative american loved charlie always trying say young children died thank sharing world truth shall set free,0.8807,Positif
"My friends and I sometimes disagree with each other! But, we don't break our friendship or try to kill each other. That behaviour belongs to someone with a certain type of mentality. Some people seem to have violence in stamped in there DNA. How sad it is to think it is okay to quiet people's voices by killing them! So what a waste of life it was for our Brothers,Sisters Uncles,Grandfathers and Dads who were fighting for freedom of speech and giving there lives 😢 So you can behave like this!!",@jettruuts5422,2025-09-27T06:26:43Z,0,friends sometimes disagree break friendship try kill behaviour belongs someone certain type mentality people seem violence stamped dna sad think okay quiet people voices killing waste life brothers sisters uncles grandfathers dads fighting freedom speech giving lives behave like,-0.7964,Negatif
Open discussion is healthy because it's transparent. Pinpoint issues and find ways to resolve it.,@AshleyPhilippines-n2y,2025-09-27T06:12:47Z,0,open discussion healthy transparent pinpoint issues find ways resolve,0.6486,Positif
"Charlie may not be dead ,he could be in a witness protection program for all we know 😊😢❤",@pamulawallace4330,2025-09-27T06:09:37Z,0,charlie may dead could witness protection program know,-0.6486,Negatif
"No rioting, no cars burning, no fighting.  Record church attendance, peaceful, not mostly but peaceful vigil s, and his wife offering forgiveness.",@frankspencer1741,2025-09-27T05:55:12Z,0,rioting cars burning fighting record church attendance peaceful mostly peaceful vigil wife offering forgiveness,0.7184,Positif
"Van Jones Displaying Honor 
Merriam-Webster - 8 a: a keen sense of ethical conduct : integrity
a man of honor",@jameskringlee8974,2025-09-27T05:54:48Z,0,van jones displaying honor merriam webster keen sense ethical conduct integrity man honor,0.93,Positif
The people have no rites ive always thought we have a civil war coming i wouldnt be against it either.,@Superevilfurball,2025-09-27T05:47:51Z,0,people rites ive always thought civil war coming wouldnt either,-0.5994,Negatif
The difference is Charlie Kirk spoke the truth and Van Jones speaks lies.,@darwin1404,2025-09-27T05:47:08Z,0,difference charlie kirk spoke truth van jones speaks lies,-0.128,Negatif
Words unfortunately are quite powerful. People in position of leadership must use words in responsibly.,@mundane-x5m,2025-09-27T05:06:58Z,0,words unfortunately quite powerful people position leadership must use words responsibly,0.1761,Positif
"I don't think Van Jones was being insincere whatsoever here. Yes, of course there is an angle for CNN to publicize this. Yes, people can capitalize on their last conversations with a man who was assassinated. But genuinely, Van Jones looks like he's close to shedding tears on air, and I don't think it's fake.",@timothychang34,2025-09-27T05:06:17Z,0,think van jones insincere whatsoever yes course angle cnn publicize yes people capitalize last conversations man assassinated genuinely van jones looks like close shedding tears air think fake,0.0258,Netral
"Van Jones would have got his ASS WHOOPED.   Charlie was a well-read scholar and debate champion,  Van Jones didn't have a PRAYER to defeat Charlie Kirk.  I've seen Van Jones beat HIMSELF in a debate FFS.
 
Also how the hell you gonna argue Iryna Zarutska wasn't killed for race?  The guy literally says ""I GOT THAT WHITE BITCH"" on the video FFS!!!  Van Jones wishes to God he was 1/10th the man Charlie was.
And yeah, we can say ""I appreciate the sentiment"" but its a day late and a dollar short isnt it?  You called conservatives ""FASCIST"" and ""BIGOT"" for YEARS and now some leftist idiot murders a beloved conservative and NOW its all about peaceful dialog?  Day late and a dollar short Van.",@ralphralpherson9441,2025-09-27T04:56:46Z,0,van jones would got ass whooped charlie well read scholar debate champion van jones prayer defeat charlie kirk seen van jones beat debate ffs also hell gon argue iryna zarutska killed race guy literally says got white bitch video ffs van jones wishes god man charlie yeah say appreciate sentiment day late dollar short isnt called conservatives fascist bigot years leftist idiot murders beloved conservative peaceful dialog day late dollar short van,-0.9491,Negatif
"I don’t give a damn if Charlie Kirk reached out to Van Jones. He was still a racist and held racist, beliefs about Black people and other minorities. Van Jones has always been an apologist for white  racist people and white supremacist. He’s always getting on TV crying. I am so sick and tired of these crying fools and their appearances on CNN. Charlie Kirk make no mistake did not deserve to die, but as a black man, I am not going to appear on some show and make him out to be a good guy. As far as I’m concerned, there is no debate or public discourse when it comes to people who are dedicated to the eradication of my people. He died as he lived attacking minorities.💪🏿",@donadams9099,2025-09-27T04:52:27Z,0,dont give damn charlie kirk reached van jones still racist held racist beliefs black people minorities van jones always apologist white racist people white supremacist hes always getting crying sick tired crying fools appearances cnn charlie kirk make mistake deserve die black man going appear show make good guy far concerned debate public discourse comes people dedicated eradication people died lived attacking minorities,-0.9854,Negatif
"Repeating propaganda punchlines to sidestep answering isnt debating. Misquoting statistics to fit an agenda of hate isnt peaceful dialogue. Stop giving haters like Kirk the light of day and opportunities for publuc debate while american education catches up on critical thinking. Debate is only a good thing when it is kept factual respectful and on topic. What kitk used to do was not factual, was gaslighting and veer off topic to avoid an inconvenient truth. The worst kind of politics.",@Chris2stilla,2025-09-27T04:46:11Z,0,repeating propaganda punchlines sidestep answering isnt debating misquoting statistics fit agenda hate isnt peaceful dialogue stop giving haters like kirk light day opportunities publuc debate american education catches critical thinking debate good thing kept factual respectful topic kitk used factual gaslighting veer topic avoid inconvenient truth worst kind politics,-0.0103,Netral
"So blame Israel,  Blame the Jews, like you always do.",@shalomirland1348,2025-09-27T04:45:14Z,1,blame israel blame jews like always,-0.3182,Negatif
he was not assasinated!,@32trixieh,2025-09-27T04:22:26Z,0,assasinated,0.0,Netral
"This is the only time I can say I like to watch CNN! Other than that, once they are done lying to my face again I’m tuning this radical news outlet out!",@SayAspenPoked,2025-09-27T04:08:58Z,0,time say like watch cnn done lying face tuning radical news outlet,-0.2263,Negatif
Cheers to this man!,@Westoner420,2025-09-27T04:01:24Z,0,cheers man,0.4767,Positif
Sounds like regret.,@jasonito1723,2025-09-27T03:59:22Z,0,sounds like regret,-0.0772,Negatif
Van Jones?  What did this dead man say about George Floyd?,@MoAferika,2025-09-27T03:49:38Z,0,van jones dead man say george floyd,-0.6486,Negatif
"""Words not weapons"". Great phrase. I listened to Charlie and he's got a lot of good points",@NickSlingerland-yd8hy,2025-09-27T03:43:26Z,0,words weapons great phrase listened charlie got lot good points,0.6249,Positif
Nope.,@chamakamukwamba1266,2025-09-27T03:37:05Z,0,nope,0.0,Netral
"Van, he fooled you. It was a classic set-up he was trying to use to get you on the show, then when he had you trapped, he would attack and try to humiliate you. That is what he tried to do with all those young college kids.",@bobziadie2988,2025-09-27T03:25:43Z,0,van fooled classic set trying use get show trapped would attack try humiliate tried young college kids,-0.9118,Negatif
"You didn't have to add that :
You disagreed on everything that he said.
 For to cut you down to size, I say that (( he worked off of facts))
 and you work off of the main stream propaganda lie.
What has been proven true...Why don't you go call Brandon is Chicago...Please.
You are horrible-",@gskelton2937,2025-09-27T03:21:09Z,0,add disagreed everything said cut size say worked facts work main stream propaganda lie proven true call brandon chicago please horrible,-0.5859,Negatif
These progressive media channels wont play ....what they murderer said twice after killing the Ukraine woman.,@brian-pu3yy,2025-09-27T03:21:07Z,0,progressive media channels wont play murderer said twice killing ukraine woman,-0.416,Negatif
